trj_id,source_lat,source_lng,source_timestamp,dest_lat,dest_lng,dest_timestamp,time_taken,geohash_source,geohash_dest,hour,day
10273,1.2757438,103.7904873,2019-04-21 22:54:47,1.434131,103.7944476,2019-04-21 23:22:30,1663.0,w21z3b1,w23b1vh,22,6
1028,1.3485359377609405,103.83770415911067,2019-04-20 18:04:41,1.3578285193392847,103.95827471863241,2019-04-20 18:26:41,1320.0,w21zdvk,w21ztxh,18,5
10281,1.3298766,103.8147117,2019-04-20 07:03:51,1.3458435,103.9836187,2019-04-20 07:24:28,1237.0,w21zd65,w21zwjn,7,5
10285,1.3414731,103.6965892,2019-04-10 00:27:48,1.3422568,103.8033814,2019-04-10 00:45:37,1069.0,w21xxsj,w21zdh7,0,2
1029,1.3548525,103.6980664,2019-04-16 09:48:42,1.3972797,103.7737508,2019-04-16 10:08:05,1163.0,w21xxww,w21zcqm,9,1
10291,1.3235848276359592,103.97856135788975,2019-04-10 01:14:53,1.3989251605163469,103.89571023028527,2019-04-10 01:27:33,760.0,w21zw0f,w21zunw,1,2
10292,1.4229435,103.834808,2019-04-13 04:58:53,1.3292081,103.8623762,2019-04-13 05:14:16,923.0,w23b4g4,w21ze3y,4,5
10297,1.2834979775207165,103.83565928495094,2019-04-10 01:10:58,1.339814351078712,103.69491672495288,2019-04-10 01:29:34,1116.0,w21z6cd,w21xxeu,1,2
1030,1.3863840635836464,103.77172067757267,2019-04-13 02:23:51,1.3268338982028205,103.8355309703423,2019-04-13 02:39:49,958.0,w21zckk,w21zdcd,2,5
1031,1.3533802565968738,103.86414239919716,2019-04-10 22:24:31,1.356344075494709,103.69904228731622,2019-04-10 22:43:56,1165.0,w21zeqr,w21xxwz,22,2
10318,1.3397753,103.7097529,2019-04-12 00:24:22,1.3039907,103.7716427,2019-04-12 00:40:54,992.0,w21xxgz,w21z3mk,0,4
10319,1.3224175121043074,103.66343780282266,2019-04-16 10:14:51,1.3902820809648744,103.76248682139045,2019-04-16 10:36:05,1274.0,w21xwbt,w21zcjj,10,1
1032,1.3799660221627026,103.93437130808567,2019-04-08 00:57:20,1.3227936439611037,103.89195691642006,2019-04-08 01:20:08,1368.0,w21zv54,w21zs0g,0,0
1033,1.348940063902584,103.71460302027226,2019-04-19 10:03:43,1.3489047706267308,103.98496804572878,2019-04-19 10:34:25,1842.0,w21z8jd,w21zwjx,10,4
10330,1.3222655,103.8889422,2019-04-10 17:39:40,1.3897545,103.7453022,2019-04-10 18:02:14,1354.0,w21zs09,w21zbuc,17,2
10337,1.3470239,103.6912409,2019-04-16 03:52:33,1.3287687,103.8677199,2019-04-16 04:10:54,1101.0,w21xxt1,w21ze9f,3,1
1034,1.296782,103.7835568,2019-04-08 04:00:07,1.3796429,103.7609397,2019-04-08 04:17:54,1067.0,w21z3sh,w21zc5h,4,0
10346,1.320783225845258,103.82535236391035,2019-04-14 16:11:49,1.3635282151204051,103.96406598984255,2019-04-14 16:26:56,907.0,w21zd87,w21zvb0,16,6
1035,1.2997047431037245,103.76556089929689,2019-04-11 01:30:23,1.33003383662087,103.88957245058945,2019-04-11 01:52:03,1300.0,w21z3hx,w21zs44,1,3
10356,1.4393260110145136,103.8077527655099,2019-04-13 14:45:55,1.3479078104486835,103.85886332812868,2019-04-13 14:59:21,806.0,w23b4nn,w21zem7,14,5
10359,1.3090058623878622,103.84285441281503,2019-04-13 09:30:47,1.355837024392629,103.93482335763528,2019-04-13 09:50:06,1159.0,w21z7n2,w21ztng,9,5
1036,1.2952746,103.7859815,2019-04-17 13:41:52,1.356306,103.8807665,2019-04-17 14:00:47,1135.0,w21z3ey,w21zeyg,13,2
10363,1.3335762,103.9565488,2019-04-08 00:15:11,1.2955102,103.8915441,2019-04-08 00:31:59,1008.0,w21ztdf,w21zk5g,0,0
1037,1.3353104759764887,103.75969636353966,2019-04-15 10:42:07,1.4157285402598578,103.79966791542705,2019-04-15 11:06:30,1463.0,w21z955,w23b418,10,0
10371,1.2839895577985847,103.84550147445906,2019-04-08 06:15:10,1.4158117398632837,103.8043594268186,2019-04-08 06:33:39,1109.0,w21z719,w23b41s,6,0
1038,1.2851858,103.8607837,2019-04-09 10:38:54,1.2922241,103.7677199,2019-04-09 11:01:08,1334.0,w21z73v,w21z371,10,1
10386,1.3455552296760573,103.68918899746043,2019-04-18 13:09:34,1.3803150584362858,103.90385863949848,2019-04-18 13:37:50,1696.0,w21xxsb,w21zu7k,13,3
1039,1.3355353,103.7388225,2019-04-18 13:35:24,1.4164214,103.8237652,2019-04-18 13:58:15,1371.0,w21z8eh,w23b49f,13,3
10394,1.2908959,103.8425349,2019-04-17 19:35:23,1.3435254,103.7453407,2019-04-17 19:51:22,959.0,w21z6gp,w21z8u9,19,2
104,1.3807767,103.7725418,2019-04-16 01:59:16,1.3182777,103.8342163,2019-04-16 02:17:49,1113.0,w21zc7k,w21z6zc,1,1
1040,1.4004084,103.7486217,2019-04-21 12:40:17,1.304338,103.8413921,2019-04-21 13:00:33,1216.0,w21zbyg,w21z6vq,12,6
10401,1.30638279822245,103.8830125395241,2019-04-18 12:41:52,1.348451357024382,103.7118113245328,2019-04-18 13:07:44,1552.0,w21z7vv,w21z8j2,12,3
10402,1.3452911,103.7090094,2019-04-21 01:02:03,1.2853755,103.6237426,2019-04-21 01:23:48,1305.0,w21xxuy,w21xq1b,1,6
1041,1.3922913,103.7448491,2019-04-11 00:58:32,1.3042246,103.7717843,2019-04-11 01:17:59,1167.0,w21zbv2,w21z3mk,0,3
10411,1.3220491507936019,103.90516373955306,2019-04-17 11:32:41,1.363657859405745,103.77978134024077,2019-04-17 11:49:47,1026.0,w21zs2t,w21zc84,11,2
10418,1.3192683732979222,103.84983789276419,2019-04-13 04:52:03,1.3326343167470156,103.95463074624668,2019-04-13 05:11:45,1182.0,w21ze0j,w21ztd9,4,5
1042,1.4352259,103.802175,2019-04-21 05:24:06,1.2713825,103.8270478,2019-04-21 05:53:19,1753.0,w23b4j6,w21z4xk,5,6
10420,1.36386,103.7701717,2019-04-14 04:57:47,1.39788,103.8553467,2019-04-14 05:12:29,882.0,w21zc27,w21zgq3,4,6
1043,1.3635639,103.9641355,2019-04-11 01:36:04,1.3021863,103.9040996,2019-04-11 01:53:23,1039.0,w21zvb0,w21zkmh,1,3
1044,1.3763512,103.8801368,2019-04-16 10:06:43,1.3192096,103.851347,2019-04-16 10:23:17,994.0,w21zgfe,w21ze0n,10,1
10445,1.2896910286704941,103.79233374738237,2019-04-16 11:54:40,1.3703333217345632,103.86365848932789,2019-04-16 12:12:16,1056.0,w21z3fg,w21zg3r,11,1
1045,1.3044537,103.8512559,2019-04-09 07:47:44,1.4290943,103.7789637,2019-04-09 08:11:40,1436.0,w21z7jq,w23b1s1,7,1
10452,1.2879815,103.8051931,2019-04-21 10:13:34,1.2655591,103.6144537,2019-04-21 10:40:48,1634.0,w21z64k,w21xjy3,10,6
10454,1.275733173754551,103.82300592601493,2019-04-20 03:16:35,1.3818246057831753,103.74997960590251,2019-04-20 03:36:36,1201.0,w21z681,w21zbgs,3,5
1046,1.3336776065004525,103.9535402565464,2019-04-11 10:07:04,1.3204394653927642,103.87550315701135,2019-04-11 10:24:08,1024.0,w21ztdb,w21ze8r,10,3
10462,1.3531525,103.8502046,2019-04-10 03:51:18,1.3149948,103.8597695,2019-04-10 04:07:03,945.0,w21zenm,w21z7rk,3,2
10463,1.3514328,103.7121498,2019-04-20 02:34:47,1.3885157,103.86836,2019-04-20 02:57:26,1359.0,w21z8n0,w21zgsf,2,5
1047,1.4342546,103.7883793,2019-04-20 03:28:40,1.3136692,103.8598555,2019-04-20 03:58:12,1772.0,w23b1v0,w21z7rh,3,5
10485,1.4042964449541289,103.89713153582434,2019-04-20 01:45:22,1.328284652132772,103.7084894659517,2019-04-20 02:20:20,2098.0,w21zupx,w21xxcy,1,5
10486,1.3392398,103.9485216,2019-04-08 01:03:31,1.272712,103.8487991,2019-04-08 01:26:24,1373.0,w21zt7v,w21z5ps,1,0
10488,1.3484499117533593,103.98488361536565,2019-04-17 09:44:43,1.2809645540602816,103.81653984507851,2019-04-17 10:03:04,1101.0,w21zwjr,w21z63h,9,2
1049,1.3089863930058192,103.86467581737179,2019-04-18 07:15:19,1.31139275099579,103.8748504783878,2019-04-18 07:55:21,2402.0,w21z7qr,w21z7wx,7,3
105,1.3415522,103.749389,2019-04-08 12:32:30,1.4319856,103.78707,2019-04-08 12:47:19,889.0,w21z8u5,w23b1sx,12,0
1050,1.3059795617334657,103.79444817790915,2019-04-09 12:58:53,1.3559838693035886,103.88048390369777,2019-04-09 13:19:49,1256.0,w21z3vs,w21zeyg,12,1
10500,1.3083778259590628,103.78984166102427,2019-04-09 08:23:50,1.3612692014565702,103.84072020804551,2019-04-09 08:40:52,1022.0,w21z3y1,w21zdzy,8,1
10501,1.3745946115358565,103.85930861351449,2019-04-10 07:15:47,1.3127059477783414,103.79863070758225,2019-04-10 07:31:07,920.0,w21zg6h,w21z3yz,7,2
10508,1.2702107812357248,103.85897191230511,2019-04-08 19:43:48,1.3459260568629199,103.70286880538114,2019-04-08 20:00:56,1028.0,w21z5r5,w21xxv4,19,0
1052,1.325503,103.8135046,2019-04-18 10:23:44,1.3759794,103.9032874,2019-04-18 10:56:22,1958.0,w21zd36,w21zu6k,10,3
10520,1.2986601285417647,103.83033656585033,2019-04-11 05:48:59,1.3223502725125813,103.6750534272322,2019-04-11 06:09:33,1234.0,w21z6sq,w21xx0t,5,3
10524,1.3187183,103.93223,2019-04-21 00:59:47,1.4156383,103.9017517,2019-04-21 01:23:58,1451.0,w21zt01,w23bh3d,0,6
10526,1.3959648942864662,103.74736030144551,2019-04-21 08:56:03,1.3007583652564876,103.84056722732923,2019-04-21 09:18:04,1321.0,w21zby4,w21z6uy,8,6
1053,1.3291233,103.8685347,2019-04-09 12:30:14,1.4394738,103.8027122,2019-04-09 12:53:54,1420.0,w21ze9f,w23b4n4,12,1
1054,1.3429388,103.8699985,2019-04-20 01:58:05,1.3713833,103.8708653,2019-04-20 02:27:15,1750.0,w21zes7,w21zg9s,1,5
10545,1.311407,103.8753282,2019-04-13 06:42:51,1.3356961,103.7837312,2019-04-13 06:59:47,1016.0,w21z7wx,w21z9ej,6,5
1055,1.3716614,103.8698297,2019-04-18 11:18:33,1.3359512,103.7352906,2019-04-18 11:47:20,1727.0,w21zg9e,w21z8e1,11,3
10551,1.3548026350504665,103.9668184317516,2019-04-16 00:27:37,1.3101911071156855,103.88109091079953,2019-04-16 00:50:50,1393.0,w21ztyd,w21z7ye,0,1
1056,1.3411337654716888,103.98181806993605,2019-04-16 20:36:58,1.3763927550888087,103.7733072078974,2019-04-16 20:57:23,1225.0,w21zwhj,w21zc6t,20,1
10560,1.3538430273612878,103.69951084323777,2019-04-21 05:34:24,1.3301094660245665,103.88953620529072,2019-04-21 05:57:11,1367.0,w21xxwr,w21zs44,5,6
10564,1.4348532,103.7884516,2019-04-19 03:35:56,1.3211096,103.8747772,2019-04-19 03:56:12,1216.0,w23b1v0,w21ze8x,3,4
1057,1.3126037990037416,103.79234309098672,2019-04-18 16:30:50,1.3535306040751265,103.9550520064833,2019-04-18 16:57:32,1602.0,w21z3yg,w21ztw3,16,3
10570,1.2835989,103.8361105,2019-04-11 12:28:36,1.3578136,103.9301762,2019-04-11 12:50:26,1310.0,w21z6ce,w21zszp,12,3
10577,1.3457129600223194,103.8776402465484,2019-04-15 23:33:24,1.3173105291680554,103.9222592665598,2019-04-15 23:49:22,958.0,w21zeuc,w21zkzc,23,0
1058,1.3899376793774287,103.74593671699412,2019-04-13 04:08:57,1.395149626592321,103.87218372286183,2019-04-13 04:25:36,999.0,w21zbv1,w21zgtv,4,5
10584,1.3157944470525373,103.85892722777386,2019-04-19 07:54:11,1.4467888064001386,103.82753637307695,2019-04-19 08:21:36,1645.0,w21z7re,w23b4xk,7,4
10587,1.4083780131599122,103.75240052040792,2019-04-11 10:23:59,1.383441672943595,103.91650487908393,2019-04-11 10:48:20,1461.0,w23b0bq,w21zuev,10,3
10588,1.3490311,103.9561798,2019-04-17 23:15:35,1.3900725,103.7732319,2019-04-17 23:39:54,1459.0,w21zttd,w21zcmj,23,2
1059,1.3605586,103.9638518,2019-04-15 05:59:09,1.2941703,103.8656937,2019-04-15 06:14:32,923.0,w21ztz8,w21z7e8,5,0
106,1.336870982356727,103.97991088908482,2019-04-14 09:19:07,1.3567071123694456,103.85744884439406,2019-04-14 09:35:02,955.0,w21zw57,w21zeqf,9,6
1060,1.347484878752228,103.94456941501883,2019-04-12 18:13:15,1.3707341268455777,103.8647896566138,2019-04-12 18:28:47,932.0,w21ztm6,w21zg98,18,4
10603,1.3665383,103.83594,2019-04-17 02:33:40,1.3264967,103.9051466,2019-04-17 02:53:19,1179.0,w21zfbg,w21zs3m,2,2
10607,1.3464636,103.7252482,2019-04-13 04:10:39,1.2782406,103.8284663,2019-04-13 04:25:31,892.0,w21z8m4,w21z68t,4,5
1061,1.340950862353049,103.70386019779386,2019-04-21 02:24:01,1.3185967748069816,103.875172915931,2019-04-21 02:45:20,1279.0,w21xxu4,w21ze8p,2,6
10616,1.3364484110490442,103.74759503422254,2019-04-11 11:43:03,1.443208699382791,103.81152278966228,2019-04-11 12:05:37,1354.0,w21z8g6,w23b4q9,11,3
10618,1.3943873298855944,103.75380789456025,2019-04-10 12:14:45,1.3325812251254139,103.9198516106323,2019-04-10 12:34:07,1162.0,w21zbvz,w21zsf8,12,2
1062,1.2932317,103.8562178,2019-04-21 08:11:41,1.3362572,103.709294,2019-04-21 08:39:12,1651.0,w21z773,w21xxgq,8,6
1063,1.3964375,103.917603,2019-04-16 00:36:25,1.3548831,103.891802,2019-04-16 00:52:58,993.0,w21zuwn,w21zsne,0,1
1064,1.3425866320586382,103.76099320333374,2019-04-19 08:23:28,1.3493144186863864,103.94902813965204,2019-04-19 08:44:46,1278.0,w21z9hk,w21ztmt,8,4
10647,1.2926578,103.8333293,2019-04-16 12:32:04,1.3452076,103.9832882,2019-04-16 12:53:35,1291.0,w21z6g3,w21zwhy,12,1
10654,1.3285331,103.8043202,2019-04-12 10:57:39,1.3067534,103.8488331,2019-04-12 11:13:58,979.0,w21zd1g,w21z7ju,10,4
1066,1.3833505,103.8982766,2019-04-14 07:32:40,1.3028477127352338,103.85226890722869,2019-04-14 07:55:19,1359.0,w21zu7b,w21z7jn,7,6
1067,1.299013,103.8413137,2019-04-11 06:34:24,1.4184437,103.8338179,2019-04-11 06:52:41,1097.0,w21z6uq,w23b4f1,6,3
10673,1.3768322,103.7546975,2019-04-14 06:10:03,1.3432424,103.8681958,2019-04-14 06:30:20,1217.0,w21zbfx,w21zesd,6,6
1068,1.3422676802229372,103.7779418360128,2019-04-08 06:05:17,1.3287874040220506,103.92664321753222,2019-04-08 06:22:47,1050.0,w21z9s2,w21zscv,6,0
10680,1.3075091922911828,103.84075856451675,2019-04-09 07:22:43,1.340184471716419,103.94817739859243,2019-04-09 07:39:02,979.0,w21z6yn,w21zt7u,7,1
10681,1.3351188,103.926277,2019-04-09 14:33:27,1.4265303,103.7705027,2019-04-09 14:51:59,1112.0,w21zsgh,w23b17e,14,1
10689,1.3393007,103.7530519,2019-04-15 18:50:07,1.3280102,103.9103695,2019-04-15 19:14:36,1469.0,w21z8gy,w21zs9c,18,0
1069,1.2782638526755608,103.82326779975682,2019-04-11 01:09:07,1.3345747953293234,103.69639456281783,2019-04-11 01:24:31,924.0,w21z689,w21xxdv,1,3
10692,1.3292083,103.9244139,2019-04-09 03:19:53,1.3398918,103.7514195,2019-04-09 03:37:53,1080.0,w21zscg,w21z8gv,3,1
107,1.3397008,103.9812284,2019-04-13 16:01:34,1.3243039,103.8721756,2019-04-13 16:19:05,1051.0,w21zw5u,w21ze9j,16,5
10702,1.4012617636507674,103.88132653515684,2019-04-11 04:39:09,1.3192807317925554,103.85192486168377,2019-04-11 04:53:30,861.0,w21zgzh,w21ze0n,4,3
10704,1.3862869,103.7719629,2019-04-14 09:28:59,1.3018409,103.8296533,2019-04-14 09:46:42,1063.0,w21zckk,w21z6sy,9,6
10705,1.4134628350010343,103.84054484417814,2019-04-13 22:12:00,1.2836499146091276,103.80590127110358,2019-04-13 22:28:06,966.0,w23b4cq,w21z61t,22,5
10708,1.3137213,103.8604241,2019-04-21 23:13:50,1.322294,103.6637238,2019-04-21 23:42:05,1695.0,w21z7rh,w21xwbt,23,6
1071,1.3448704,103.9408791,2019-04-16 10:05:59,1.2949204,103.8768371,2019-04-16 10:25:10,1151.0,w21zthz,w21z7g8,10,1
10715,1.3691202207800552,103.95702571223771,2019-04-21 14:36:40,1.34507162251262,103.73940301254946,2019-04-21 15:02:07,1527.0,w21zv95,w21z8su,14,6
10718,1.307761177104627,103.84704503881407,2019-04-08 09:23:11,1.3932118933317625,103.77404643808343,2019-04-08 09:42:53,1182.0,w21z7n5,w21zcmt,9,0
10719,1.4328107424080372,103.77276836894453,2019-04-19 01:16:42,1.285967887379229,103.82520195096731,2019-04-19 01:39:55,1393.0,w23b1kv,w21z6d5,1,4
1072,1.3712718,103.9701262,2019-04-10 08:44:27,1.3060636,103.8386049,2019-04-10 09:05:54,1287.0,w21zvcs,w21z6vu,8,2
10726,1.3696708,103.7478235,2019-04-17 00:28:27,1.3441862,103.8015468,2019-04-17 00:44:56,989.0,w21zbc6,w21zdh9,0,2
10727,1.3939815,103.9015856,2019-04-08 07:31:14,1.3665833,103.7798285,2019-04-08 07:49:51,1117.0,w21zumf,w21zc8f,7,0
